MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
3218|fruit|NFl|||480|||
3219|grape, grapevine|NFl||||||
3220|grass|NFl||||||
3221|iris|NFl|As of the flower|||||
3222|leaf, leaves|NFl||||||
3223|lotus|NFl||||||
3224|mandarin orange|NFl||||||
3225|maple tree, maple|NFl||||||
3226|mushroom|NFl||||||
3227|onion|NFl||||||
3228|persimmon|NFl||||||
3229|plants, vegetation|NFl|||1377|||
3230|potato|NFl||||||
3231|pumpkin, squash|NFl||||||
3232|rice field|NFl||||||
3233|river|NFl|||427|||
3234|rock, crag|NFl||||||
3235|rose|NFl||||||
3236|sacred tree|NFl||||||
3237|seaweed|NFl||||||
3238|tree|NFl|||479|||
3239|water plant|NFl||||||
3240|Western pear|NFl||||||
3241|wheat|NFl||||||
3242|woods|NFl|As of long trees occupying a small area|||||
3243|Hayashi|NNe|Japanese person's name.|||||
3244|aunt (older than parent)|NFy|||239|||
3245|aunt (younger than parent)|NFy|||238|||
3246|brother|NFy||||||
3247|cousin|NFy||||||
3248|daughter, young lady|NFy||||||
3249|father|NFy|Used when the speaker is of the same family.||217, 1385|||
3250|father|NFy||||||
3251|father and mother, parents|NFy||||||
3252|girl, daughter|NFy|Used when the speaker is of the same family.|||||
3253|grandchild|NFy||||||
3254|grandfather|NFy|Used when the speaker is of the same family.|||||
3255|grandmother|NFy|Used when the speaker is of another family or when referring to that person within the family.||235|||
3256|grandmother|NFy|Used when the speaker is of the same family.|||||
3257|husband|NFy|Honorable, used when the speaker is of another family (when referring to that person within the family, their name is used instead).||222|||
3258|husband|NFy|Used when the speaker is of the same family.|||||
3259|master|NPe||||||
3260|husband|NFy||||||
3261|mama, mother, female proprietress|NFy||||||
3262|mother|NFy|Used when the speaker is of the same family.||219|||
3263|mother|NFy||||||
3264|my older brother|NFy|Used when the speaker is of the same family.||226|||
3265|my older brother, my senior|NFy|Used when the speaker is of the same family.||226|||
3266|my older sister|NFy|Used when the speaker is of the same family.||228|||
3267|my younger brother|NFy|Used when the speaker is of the same family.||230|||
3268|my younger sister|NFy|Used when the speaker is of the same family.||232|||
3269|old lady, ma'am|NFy|Casual speech.|||||
3270|old man|NFy|Casual speech.|||||
3271|one's father, old man, one's boss|NFy||||||
3272|one's parents|NFy|||221|||
3273|only child in the family|NFy|Used when the speaker is of the same family.|||||
3274|only child in the family|NFy|Used when the speaker is of another family or when referring to that person within the family.|||||
3275|parent, parents, art dealer, founder, pet owner|NFy||||||
3276|sibling, brothers and sisters|NFy|||225|||
3277|sister|NFy||||||
3278|sisters|NFy||||||
3279|someone else's child|NFy||||||
3280|someone else's father|NFy|Used when the speaker is of another family or when referring to that person within the family.||218|||
3281|someone else's grandfather|NFy|Used when the speaker is of another family or when referring to that person within the family.||234|||
3282|someone else's mother|NFy|Used when the speaker is of another family or when referring to that person within the family.||220, 1339|||
3283|someone else's older brother|NFy|Used when the speaker is of another family or when referring to that person within the family.||227|||
3284|someone else's older sister|NFy|Used when the speaker is of another family or when referring to that person within the family.||229|||
3285|someone else's wife|NFy|Used when the speaker is of another family (when referring to that person within the family, their name is used instead).||224|||
3286|someone else's younger brother|NFy|Used when the speaker is of another family (when referring to that person within the family., their name is used instead)||231|||
3287|someone else's younger sister|NFy|Used when the speaker is of another family (when referring to that person within the family., their name is used instead)||233|||
3288|son|NFy|Humble form. Used when the speaker is of the same family.||1361|||
3289|uncle (older than parent)|NFy|||237|||
3290|uncle (younger than parent)|NFy|||236|||
3291|wife|NFy|Used when the speaker is of the same family.|||||
3292|wife, housewife|NFy|Used when the speaker is of the same family.||223|||
3293|(brand) new article|NGO||||||
3294|advertisement|NGO||||||
3295|air conditioner|NGO|||384|||
3296|alarm (fire, burglar, etc.), sensor|NGO||||||
3297|alarm clock|NGO||||||
3298|answer sheet|NGO|||386|||
3299|arrow|NGO|||315|||
3300|ashtray|NGO|||352|||
3301|bag|NGO||||||
3302|bag, briefcase|NGO|||331|||
3303|ballpen|NGO|||381|||
3304|bandage, dressing|NGO||||||
3305|bank card, debit card, cash card, ATM card|NGO|||388|||
3306|barrette, hair clip, hair slide, hair band|NGO||||||
3307|basket, hamper, cage|NGO||||||
3308|bath, bathtub|NGO|||361|||
3309|bathtub, bath house|NGO||||||
3310|battery, batteries|NGO||||||
3311|bed|NGO|||380|||
3312|bell|NGO||||||
3313|bill|NGO|||357|||
3314|bill|NGO|As of money|||||
3315|blackboard|NGO||||||
3316|blade, sword|NGO||||||
3317|blank form|NGO|||355|||
3318|blanket|NGO||||||
3319|books|NGO||||||
3320|bookshelf, bookshelves, bookcase|NGO|||299|||
3321|bottle|NGO||||||
3322|bouquet, bunch of flowers|NGO||||||
3323|bow (weapon, instrument), archery|NGO||||||
3324|bowl|NGO||||||
3325|bowl, pot, basin, flowerpot|NGO||||||
3326|box lunch|NGO||||||
3327|bulb, light bulb|NGO||||||
3328|bullet|NGO||||||
3329|business card|NGO||||||
3330|buzzer|NGO||||||
3331|cable|NGO||||||
3332|calendar|NGO|||300|||
3333|camcorder|NGO||||||
3334|camera|NGO|||325|||
3335|canned goods|NGO||||||
3336|card, credit card|NGO||||||
3337|cartoon, comic, comic strip, comic book|NGO||||||
3338|cellphone, portable phone, mobile phone|NGO|||303|||
3339|certificate, written guarantee, warrantee|NGO||||||
3340|chains|NGO||||||
3341|chair|NGO|||354|||
3342|chair|NGO||||||
3343|change|NGO||||||
3344|cheque, bank check|NGO||||||
3345|chest of drawers, bureau, cabinet, dresser|NGO||||||
3346|chopsticks|NGO|||356|||
3347|Christmas tree|NGO|||1397|||
3348|cloth|NGO||||||
3349|coin, ball, sphere, globe, orb, bead, droplet, pearl|NGO||||||
3350|commuter pass, season ticket|NGO|||1300|||
3351|computer|NGO||||||
3352|cosmetics|NGO||||||
3353|coupon|NGO||||||
3354|cover, lid, cap|NGO||||||
3355|cup|NGO||||||
3356|curtain|NGO||||||
3357|desk|NGO|||355|||
3358|detergent|NGO||||||
3359|diary|NGO||||||
3360|dictionary|NGO|Most commonly used by older people.||364||jisho, jiten|
3361|dictionary|NGO|Usually implies a large dictionary.||||jisho, jibiki|
3362|dictionary|NGO|Most commonly used in daily speech.||363||jiten, jibiki|
3363|discount coupon, discount ticket|NGO||||||
3364|dishes, tableware|NGO||||||
3365|dishwasher|NGO||||||
3366|documents, official papers|NGO||||||
3367|doll, puppet|NGO|||345, 1335|||
3368|dollar|NGO||||||
3369|dome|NGO|||377|||
3370|door|NGO|||374||to|
3371|door|NGO|||375||doa|
3372|door, gate, opening|NGO||||||
3373|drawer|NGO|||1356|||
3374|dust|NGO||||||
3375|dust|NNE||||||
3376|earphones|NGO|||302|||
3377|electric railway|NGO||||||
3378|electronic calculator|NGO|||1356|||
3379|electronic dictionary|NGO||||||
3380|envelope|NGO|||342|||
3381|eraser|NGO|||307|||
3382|eyepatch|NGO||||||
3383|fence, paling, railing|NGO||||||
3384|film|NGO|||304|||
3385|fireworks|NGO||||||
3386|fireworks|NGO||||||
3387|first class|NGO||||||
3388|fork|NGO|||314|||
3389|fountain pen|NGO|||383|||
3390|free pass|NGO|||1255, 1218|||
3391|furniture|NGO||||||
3392|futon (quilted Japanese-style mattress laid out on the floor), round cushion used for Zen meditation|NGO||||||
3393|garbage can, rubbish bin, trash can, dust bin|NGO|||1351|||
3394|gate|NGO|||326|||
3395|gem, jewel, precious stone|NGO|||152|||
3396|glass, cup|NGO|||309|||
3397|groceries，foodstuff|NGO||||||
3398|guitar|NGO|||368|||
3399|hairpin, hairclip, hairgrip, bobby pin|NGO||||||
3400|handbag|NGO||||||
3401|handkerchiefs|NGO|||340|||
3402|historic ruins, relics, remains|NGO||||||
3403|hotel register|NGO||||||
3404|instrument, appliance, apparatus|NGO||||||
3405|Internet|NGO||||||
3406|jar, pot, vase|NGO||||||
3407|kanji|NGO|||359|||
3408|key, lock|NGO|||351|||
3409|kitchen knife|NGO||||||
3410|knife|NGO|||301|||
3411|last train|NGO||||||
3412|leg heater at table|NGO||||||
3413|letter|NGO|As of a message||341|||
3414|light, lamp, torch|NGO||||||
3415|lighter|NGO||||||
3416|luggage, baggage, burden, payload|NGO|||369, 1286, 1369|||
3417|machine|NGO||||||
3418|machine, mechanism, instrument, appliance, apparatus|NGO|||1414|||
3419|magazine|NGO|||330|||
3420|map|NGO|||334|||
3421|marble, glass marble|NGO||||||
3422|marbles|NGO||||||
3423|mask, disguise|NGO||||||
3424|microwave oven|NGO||||||
3425|money|NGO||||||
3426|money|NGO|Used to retrieve the key when receiving a rented appartment.|||||
3427|musical instrument|NGO||||||
3428|national railway, Japan National Railways|NGO||||||
3429|needle, pin|NGO||||||
3430|nest, rookery, breeding place, hive, den, haunt, spider web|NGO||||||
3431|newspaper|NGO|||337, 1302|||
3432|note left by dead person, suicide note, testamentary letter, will, testament, posthumous work|NGO||||||
3433|notebook|NGO|||332|||
3434|notebook, memo pad|NGO|Also used as an abbreviation for a certificate or identification card.|||||
3435|novel|NGO|||324|||
3436|nylon|NGO||||||
3437|one letter|NGO||||||
3438|paddle, oar, scull|NGO||||||
3439|page|NGO|||379|||
3440|paper|NGO|||329|||
3441|parcel, package|NGO|||376|||
3442|passbook, bankbook|NGO||||||
3443|passport|NGO||||||
3444|pen|NGO|||382|||
3445|pencil|NGO||||||
3446|perfume|NGO|||303|||
3447|personal computer|NGO|||370|||
3448|phone number|NGO|||350, 1278|||
3449|photograph, picture|NGO|To take a picture: "shashin wo toru".||323, 1294|||
3450|piano|NGO|||367|||
3451|picture, painting|NGO|Not a photograph||348|||
3452|picture, painting|NGO||||||
3453|plane|NGO||||||
3454|airplane|NV|||336|||
3455|plate|NGO|||344|||
3456|pocket|NGO|||340|||
3457|pocket money, spending money, pin money, allowance|NGO||||||
3458|portrait of a deceased person|NGO||||||
3459|postage stamp|NGO|||338|||
3460|postcard|NGO|||339|||
3461|present, gift|NGO||||||
3462|present, gift|NGO|||1331|||
3463|problem sheet|NGO|||322|||
3464|radio|NGO|||318|||
3465|radio casette|NGO|||373|||
3466|railroad, railway, rail transport|NGO||||||
3467|receipt|NGO||||||
3468|recorder|NGO|||320|||
3469|refrigerator, fridge|NGO|||362|||
3470|report card|NGO||||||
3471|rice bowl|NGO|||347|||
3472|ring|NGO|For a finger|||||
3473|rubbish, trash, garbage, refuse|NGO||||||
3474|safe, strongbox, cashbox, vault, strongroom|NGO||||||
3475|school badge|NGO||||||
3476|seesaw|NGO||||||
3477|silk|NGO||||||
3478|silver|NGO||||||
3479|small change|NGO|As of money|||||
3480|soap|NGO|||311|||
3481|softener|NGO||||||
3482|space heater|NGO||||||
3483|stove, heater|NGO|||310|||
3484|spear, lance, javelin|NGO||||||
3485|spoon|NGO|||313|||
3486|stairs|NGO|||365|||
3487|stake, post, pile, picket|NGO||||||
3488|stamp, seal|NGO|||385|||
3489|stamp, seal|NGO||||||
3490|statue, image, figure, picture, portrait|NGO||||||
3491|steam train|NGO||||||
3492|stereo|NGO||||||
3493|stone|NGO||||||
3494|stone, gem jewel|NGO||||||
3495|string, cord, lace|NGO|||378|||
3496|stuffed toy|NGO||||||
3497|suitcase|NGO||||||
3498|table|NGO|||104|||
3499|tablet bearing Christian images, on which Edo-period authorities forced suspected Christians to trample|NGO||||||
3500|tape|NGO|||321|||
3501|tape recorder|NGO|||319|||
3502|telegram|NGO||||||
3503|telephone|NGO|||350|||
3504|television|NGO||||||
3505|TV, television|NGO|||317|||
3506|terminal screen, scene, picture, field (TV), photo|NGO||||||
3507|textbook|NGO||||||
3508|thread, yarn, string|NGO||||||
3509|ticket|NGO||||||
3510|ticket|NGO|||333, 1255, 1325|||
3511|ticket|NGO||||||
3512|ticket|NGO||||||
3513|ticket sold in advance|NGO|||335, 1301|||
3514|tie|NGO||||||
3515|tissue|NGO|||306|||
3516|tobacco, cigarettes|NGO|||312|||
3517|token, label, ticket, card, charm, talisman|NGO||||||
3518|toys|NGO||||||
3519|train|NGO|Special type of train|||||
3520|traveler's check|NGO||||||
3521|treasure, treasured item|NGO||||||
3522|umbrella|NGO|||316|||
3523|vase|NGO|||343|||
3524|veil|NGO||||||
3525|vending machine|NGO||||||
3526|visa|NGO|||376|||
3527|wall, barrier|NGO||||||
3528|wall, barrier|NPl||||||
3529|wallet, handbag, purse|NGO|||346|||
3530|washing mashine|NGO||||||
3531|watch, clock|NGO|||308, 1320|||
3532|window|NGO|||361, 1275|||
3533|word processor|NGO|||372|||
3534|Asuka period|NJEP|538-710AD|||||
3535|Azuchi-Momoyama period|NJEP|1573-1603AD|||||
3536|Edo period|NJEP|1603-1867AD|||||
3537|Heian period|NJEP|794-1192AD|||||
3538|Heisei era|NJEP|1989AD-present|||||
3539|Kamakura period|NJEP|1192-1333AD|||||
3540|Kofun period|NJEP|250-538AD|||||
3541|Meiji era|NJEP|1868-1912AD|||||
3542|Muromachi period|NJEP|1392-1573AD|||||
3543|Nanboku-cho period|NJEP|1334-1392AD|||||
3544|Nara period|NJEP|710-794AD|||||
3545|Showa era|NJEP|1926-1989AD|||||
3546|Taisho emperor era|NJEP|1912-1926AD|||||
3547|Yamato period|NJEP|250-538AD|||||
3548|Haiku|NMAC||||||
3549|Jazz|NMAC|||507|||
3550|music|NMAC|||506|||
3551|Rock|NMAC||||||
3552|tune, tone, key, pitch, rhythm, condition, shape|NMAC|||508|||
3553|Valentine|NMAC||||||
3554|Valentine's Day|NMAC||||||
3555|antibiotic|NMe||||||
3556|antibody|NMe||||||
3557|cancer|NMe||||||
3558|cholera|NMe||||||
3559|constipation|NMe||||||
3560|cough, coughing, tussis|NMe|||1493|||
3561|department of obstetrics and gynaecology (gynecology)|NMe||||||
3562|dermatology|NMe||||||
3563|diarrhoea, diarrhea|NMe||||||
3564|hay fever, pollinosis (allergy to pollen)|NMe||||||
3565|internal medicine (ie. non-surgical)|NMe||||||
3566|medical thermometer|NMe|lit. "body heat measurement"|||||
3567|rash, eruption|NMe||||||
3568|sugical deparmtent|NMe||||||
3569|vaccine|NMe||||||
3570|X-ray|NMe||||||
3571|April|NMo||||||
3572|August|NMo||||||
3573|December|NMo||||||
3574|February|NMo||||||
3575|January|NMo||||||
3576|July|NMo||||||
3577|June|NMo||||||
3578|March|NMo||||||
3579|May|NMo||||||
3580|November|NMo||||||
3581|October|NMo||||||
3582|September|NMo||||||
3583|area, extent|NMSE|||1370|||
3584|atmospheric temperature|NMSE||||||
3585|centimeter|NMSE||||||
3586|chemistry|NMSE||||||
3587|circle|NMSE|||505|||
3588|circumference, perimeter, edge, surroundings, locality, neighborhood|NMSE||||||
3589|concentration, thickness, density, cardinality|NMSE||||||
3590|diameter|NMSE||||||
3591|dietetics, nutritional science|NMSE||||||
3592|digit, decade, order of magnitude, column, beam, girder, yard|NMSE||||||
3593|electro-magnetic wave, radio wave|NMSE||||||
3594|email|NMSE||||||
3595|geometrically opposite side|NMSE||||||
3596|gram|NMSE||||||
3597|gravity|NMSE||||||
3598|height|NMSE|Used only for objects.||1371|||
3599|hydrocyanic (prussic) acid|NMSE||||||
3600|kg, kilogram|NMSE|||1369|||
3601|km, kilometer|NMSE|||1372|||
3602|length|NMSE|||1368|||
3603|limits, boundary, domain, zone, sphere, territory, area|NMSE||||||
3604|logical true, regular, 10^40, positive, greater than zero|NMSE||||||
3605|mathematics, arithmetic|NMSE||||||
3606|meter|NMSE|||505, 1368, 1371|||
3607|minus|NMSE||||purasu||
3608|numeral, figure, digit, numeric character|NMSE||||||
3609|orbit, trajectory|NMSE||||||
3610|oscillation|NMSE||||||
3611|plus|NMSE||||mainusu||
3612|quotient|NMSE||||||
3613|dealer, store|NPl||||||
3614|radius|NMSE||||||
3615|rotation, circulation|NMSE||||||
3616|saline solution|NMSE||||||
3617|science|NMSE||||||
3618|series, chain, sequence|NMSE||||||
3619|series, sequence, system, order of succession|NMSE||||||
3620|serum|NMSE||||||
3621|solution (liquid)|NMSE||||||
3622|speed per hour|NMSE|||1372|velocity per hour||
3623|speed, velocity, quickness, rapidity|NMSE|||1372|||
3624|speed, velocity, rate|NMSE||||||
3625|stability,security,equilibrium|NMSE||||||
3626|sum total, summation, total amount|NMSE||||||
3627|system, lineage, group, series|NMSE||||||
3628|temperature, body temperature (human, animal)|NMSE||||||
3629|virus, germ, pathogen|NMSE||||||
3630|wavelength|NMSE||||||
3631|weight|NMSE|As of a person.|||||
3632|weight|NMSE|As of an object.|||||
3633|10 billion|NN||||||
3634|10 million|NN||||||
3635|100 billion|NN||||||
3636|100 million|NN||||||
3637|billion|NN||||||
3638|eight|NN|||5|||
3639|eight hundred|NN||Note the exception to the usual construction.||||
3640|eight thousand|NN||Note the exception to the usual construction.||||
3641|eighteen|NN||||||
3642|eighty|NN||||||
3643|eighty thousand|NN|||17|||
3644|eleven|NN||||||
3645|fifteen|NN||||||
3646|fifty|NN||||||
3647|fifty thousand|NN|||14|||
3648|five|NN|||3|||
3649|five hundred|NN||||||
3650|five thousand|NN||||||
3651|four|NN||||||
3652|four hundred|NN||Note the exception to the usual construction.||||
3653|four thousand|NN||||||
3654|fourteen|NN||||||
3655|fourty|NN||||||
3656|fourty thousand|NN|||13|||
3657|hundred|NN|||8|||
3658|million|NN||||||
3659|nine|NN|||6|||
3660|nine hundred|NN||||||
3661|nine thousand|NN||||||
3662|nineteen|NN||||||
3663|ninety|NN||Note the exception to the usual construction.||||
3664|ninety thousand|NN|||18|||
3665|one|NN||||||
3666|one hundred thousand|NN|||19|||
3667|seven|NN||||||
3668|seven hundred|NN||||||
3669|seven thousand|NN||||||
3670|seventeen|NN||||||
3671|seventy|NN||||||
3672|seventy thousand|NN|||16|||
3673|six|NN|||4|||
3674|six hundred|NN||||||
3675|six thousand|NN||||||
3676|sixteen|NN||||||
3677|sixty|NN||||||
3678|sixty thousand|NN|||15|||
3679|ten|NN|||7|||
3680|ten thousand|NN|||10|||
3681|tens of thousands|NN||||||
3682|thirteen|NN||||||
3683|thirty|NN||||||
3684|thirty thousand|NN|||12|||
3685|three|NN|||2|||
3686|three hundred|NN||Note the exception to the usual construction.||||
3687|three thousand|NN||Note the exception to the usual construction.||||
3688|trillion|NN||||||
3689|twelve|NN||||||
3690|twenty|NN||||||
3691|twenty thousand|NN|||11|||
3692|two|NN||||||
3693|two hundred|NN||||||
3694|two thousand|NN||||||
3695|zero|NN||||||
3696|air, atmosphere|NNE||||||
3697|ash, ashes|NNE||||||
3698|cloud|NNE||||||
3699|cloudiness, cloudy weather, shadow|NNE|||297|||
3700|coal|NNE||||||
3701|copper|NNE||||||
3702|cotton|NNE||||||
3703|diamond|NNE||||||
3704|dust, dirt|NNE||||||
3705|electricity|NNE|||294|||
3706|empty air, sky|NNE||||||
3707|fart, flatulence, gas|NNE||||||
3708|fire, flame, blaze|NNE||||||
3709|firewood, kindling, fuel|NNE||||||
3710|fog, mist, spray|NNE||||||
3711|freshwater|NNE||||||
3712|gas|NNE|As of volatile gas, not liquid fuel.||297|||
3713|gasoline|NNE||||||
3714|gold dust, silver dust|NNE||||||
3715|Hachiko|NNe|Dog in shibuya station.|||||
3716|heavy snow|NNE|||1326|||
3717|hot water, bath, hot spring|NNE|||295|||
3718|ice|NNE||||||
3719|iron|NNE||||||
3720|iron material|NNE||||||
3721|jade|NNE||||||
3722|morning dew|NNE||||||
3723|nectar, honey|NNE||||||
3724|oil, pretroleum, gasoline|NNE||||||
3725|oil-based|NNE||||||
3726|pearl|NNE|||1363|||
3727|Picasso|NNe||||||
3728|rain|NNE|||291, 1342|||
3729|sand, grit|NNE||||||
3730|sea|NNE||||||
3731|seawater, salt water, ocean water|NNE||||||
3732|sky|NNE|||293, 1383|||
3733|sky, heavens|NNE||||||
3734|Smith|NNe||||||
3735|smoke|NNE||||||
3736|snow|NNE|||292|||
3737|Sota|NNe|Japanese person's name.|||||
3738|steel|NNE||||||
3739|Suzuki|NNe|Japanese person's name.|||||
3740|Tanaka|NNe|Japanese person's name.||277|||
3741|typhoon, hurricane|NNE||||||
3742|vapor, vapour, gas|NNE||||||
3743|water|NNE|||290|||
3744|wind, breeze|NNE|||296|||
3745|wood|NNE||||||
3746|Yamada|NNe|Japanese person's name.|||||
3747|Yamaguchi|NNe|Japanese person's name.||278|||
3748|blligerent country, country in civil war, warring states|NNn||||||
3749|Canada|NNn||||||
3750|China|NNn|||1341|||
3751|country, nation|NNn|||216|||
3752|Europe and America,the West|NNn||||||
3753|foreign country|NNn|||215|||
3754|foreign country, foreign province|NNn||||||
3755|France|NNn|||214|||
3756|Germany|NNn||||||
3757|India|NNn||||||
3758|Japan|NNn|||213, 1341|||
3759|Korea|NNn||||||
3760|nationality|NNn||||||
3761|small country|NNn||||||
3762|the West, Western countries|NNn||||||
3763|United Kingdom, England|NNn||||||
3764|United States of America, USA|NNn|||289|||
3765|association, union|NOI||||||
3766|civilization, civilisation, culture|NOI||||||
3767|High Court|NOI||||||
3768|House of Councillors|NOI||||||
3769|Seizan phone company|NOI|||286|||
3770|United Nations, UN|NOI||||||
3771|Upper House, Senate, Lords|NOI||||||
3772|acquaintance|NPe||||||
3773|actor|NPe|||||joyuu|
3774|actor, performer, player|NPe||||||
3775|actress|NPe|||1360||haiyuu|
3776|adult|NPe|||402|||
3777|alumnus|NPe||||||
3778|angel|NPe||||||
3779|another person, other people, others, unrelated person (by blood), outsider, stranger|NPe||||||
3780|apostle|NPe||||||
3781|astronaut|NPe||||||
3782|audience, spectators|NPe||||||
3783|author, writer, novelist, artist|NPe||||||
3784|writer, author|NPe||||||
3785|baby|NPe|||1335|||
3786|baby, infant|NPe||||||
3787|bandit, brigand|NPe||||||
3788|bastard, asshole, arsehole, son of a bitch|NPe|Male language, derogatory.|||||
3789|beautiful woman|NPe||||||
3790|bellboy|NPe|||1340|||
3791|boy, juvenile, youth, lad|NPe||||||
3792|boy, male child, baby boy|NPe|||391|onna no ko||
3793|brat, kid, preta (hungry ghost), ghoul|NPe||||||
3794|buddy, pal, you, monarch, ruler, sovereign, master|NPe||||||
3795|bureau director, office chief|NPe||||||
3796|casualty, deceased|NPe||||||
3797|celebrity performer|NPe||||||
3798|character, personality, person, man, personage, talented man|NPe||||||
3799|chief (of police), head (of office)|NPe||||||
3800|chief clerk|NPe|Normal hierarchy in Japan: kaishain < kakarichou < buchou < kachou < shachou.|||||
3801|chief, head (of an office, laboratory)|NPe||||||
3802|child|NPe|||400, 1288, 1339|||
3803|child, children, juvenile|NPe||||||
3804|citizen, townsperson, townspeople|NPe||||||
3805|classmate|NPe||||||
3806|close friend, bosom (old, intimate) friend, buddy, crony, chum|NPe||||||
3807|colleague|NPe||||||
3808|colleagues, company (of people), those guys, troupe|NPe||||||
3809|combat engineer, military engineer, combat engineering, military engineering|NPe||||||
3810|commander, general, leader|NPe||||||
3811|committee member|NPe||||||
3812|companion, partner, company, other party, adrdressee, rival, opponent|NPe||||||
3813|company employee|NPe|Normal hierarchy in Japan: kaishain < kakarichou < buchou < kachou < shachou.|||||
3814|company manager, boss|NPe|||404|||
3815|company president|NPe|Normal hierarchy in Japan: kaishain < kakarichou < buchou < kachou < shachou.|||||
3816|corpse, dead person|NPe||||||
3817|court lady, noblewoman|NPe||||||
3818|crew|NPe||||||
3819|customer, client, guest|NPe|||399|||
3820|dentist|NPe||||||
3821|dermatologist|NPe||||||
3822|devil, demon, fiend, Satan, evil spirit|NPe||||||
3823|diplomat|NPe||||||
3824|disabled person, physically handicapped person|NPe||||||
3825|diving, diver|NPe||||||
3826|doctor|NPe|||405|||
3827|doctor, physician, health expert|NPe||||||
3828|driver|NPe|||1277|||
3829|embassador|NPe||||||
3830|emperor, imperial residence, mikado|NPe||||||
3831|employee|NPe||||||
3832|engineer|NPe||||||
3833|engineer, technical expert, tecnician, crafts-person|NPe||||||
3834|engineer, technician|NPe||||||
3835|family|NPe|||401|||
3836|fellow, companion, comrade, bonding|NPe||||||
3837|fellow, guy, chap, thing, object|NPe|Colloquialism.|||||
3838|female nurse|NPe||||||
3839|fetus, foetus, embryo, unborn child|NPe||||||
3840|first-year student, freshman|NPe||||||
3841|fool, blockhead, idiot, dunce|NPe||||||
3842|fool, simpleton, idiot|NPe||||||
3843|foreigner, alien|NPe|||398|||
3844|fourth-year student, senior|NPe||||||
3845|friend|NPe|||1298|||
3846|friend (polite)|NPe|||393, 1330|||
3847|friend, acquaintance|NPe||||||
3848|friend, ally, supporter|NPe||||||
3849|friend, companion, comrade, pal|NPe||||||
3850|genius, prodigy, person with a natural gift|NPe||||||
3851|girl, female child, baby girl|NPe|||392|otoko no ko||
3852|goblin, ghost, apparition, bugbear|NPe||||||
3853|government employee, pubic servant, civil servant|NPe||||||
3854|gynecologist, obstetrician|NPe||||||
3855|hag, bitch|NPe|Derogatory.|||||
3856|half-human and half-demon|NPe||||||
3857|head, chief, elder, leader, superiority|NPe||||||
3858|helper, assistant, help|NPe||||||
3859|helper, helpmeet, assistant, tutor|NPe||||||
3860|his/her/your (honorable, honourable) parents|NPe||||||
3861|hostage, prisoner|NPe||||||
3862|house-husband|NPe||||||
3863|housewife, mistress (of the house), homemaker|NPe||||||
3864|human being, person, man, character|NPe|||1335|||
3865|idiot, fool, funny man|NPe||||||
3866|infant, baby, child|NPe||||||
3867|intimate friend, close friend, chum, bosom buddy|NPe||||||
3868|king|NPe||||||
3869|king|NPe||||||
3870|king|NPe||||||
3871|landlord, landlady|NPe||||||
3872|lawyer|NPe||||||
3873|lover, sweetheart|NPe||||||
3874|man|NPe|||||dansei|
3875|man|NPe||||josei, onna no hito|otoko no hito|
3876|manager|NPe|Normal hierarchy in Japan: kaishain < kakarichou < buchou < kachou < shachou.||1330|||
3877|married couple, spouses, husband and wife, couple, pair|NPe||||||
3878|masher, molester, pervert|NPe||||||
3879|master, expert|NPe||||||
3880|mature woman, middle-aged woman|NPe||||||
3881|member, membership|NPe||||||
3882|men and women, man and woman, both sexes, both genders|NPe||||||
3883|messenger, envoy, emissary|NPe||||||
3884|monster|NPe||||||
3885|moron, idiot, stupid person|NPe||||||
3886|mummy|NPe|As of the embalmed kind.|||||
3887|neighbor|NPe||||||
3888|new face, newcomer, modern humans (from Cro-Magnon man onwards)|NPe||||||
3889|nutritionist|NPe||||||
3890|obstetrician|NPe||||||
3891|obstetrician and gynecologist|NPe||||||
3892|offender, criminal|NPe||||||
3893|old woman|NPe||||||
3894|oneself, myself, yourself, himself, themselves|NPe|||1272, 1297, 1410|||
3895|ordinary person|NPe||||||
3896|painter, artist|NPe||||||
3897|patient|NPe||||||
3898|pedestrian|NPe||||||
3899|person|NPe|Honorific reference.||389||hito|
3900|method of, manner of, way of, how to|Sx|||1115, 1116, 1307, 1477, 1478|||
3901|person|NPe|Rarely used without a qualifier.||390|||
3902|person on duty|NPe||||||
3903|person, human|NPe|||1272, 1311||kata|
3904|physician, internist|NPe||||||
3905|pirate, sea robber|NPe||||||
3906|player (in game), team member|NPe||||||
3907|policeman|NPe|||403|||
3908|policeman|NPe||||||
3909|policeman, policemen, police officer|NPe||||||
3910|poltician, statesman|NPe||||||
3911|prefectural governor|NPe||||||
3912|prefectural governor|NPe||||||
3913|president|NPe||||||
3914|president (of a society), chairman|NPe||||||
3915|president, chief executive|NPe||||||
3916|Prime Minister, Chancellor, Premier|NPe||||||
3917|prince|NPe||||||
3918|princess, young noble lady, girl|NPe||||||
3919|principal, headmaster|NPe||||||
3920|professional gambler or ruffian (esp. a member of the Japanese mafia), yakuza (member)|NPe||||||
3921|prostitute, prostitution|NPe||||||
3922|pupil, student|NPe|||396|||
3923|queen|NPe||||||
3924|real estate agent|NPe||||||
3925|reasercher|NPe||||||
3926|relative, relation, kin|NPe|||1265|||
3927|relatives, one's family, friends, members of the same organization, followers, henchmen, one's whole body|NPe||||||
3928|reporter|NPe||||||
3929|researcher, lab worker|NPe||||||
3930|rich person|NPe||||||
