KEYWORDS|Roumaji construction|Kana construction|Meaning|Type|Categories|Explanation|Rules|Example|Opposite|Synonym|Variable Extra keywords|
kuyashii, 悔しい, vexing, annoying, frustrating, regrettable, mortifying, kuyashi, kuyashikunai, kuyashikatta, kuyashikunakatta, kuyashikute, kuyashimi, kuyashikereba, kuyashikarou, |kuyashii|悔しい|vexing, annoying, frustrating, regrettable, mortifying|Adjective (i-keiyoushi)|||||||kuyashi, kuyashikunai, kuyashikatta, kuyashikunakatta, kuyashikute, kuyashimi, kuyashikereba, kuyashikarou|
oshii, 惜しい, regrettable, disappointing, precious, dear, valuable, too good for, deserving better, almost but not quite, oshi, oshikunai, oshikatta, oshikunakatta, oshikute, oshimi, oshikereba, oshikarou, |oshii|惜しい|regrettable, disappointing, precious, dear, valuable, too good for, deserving better, almost but not quite|Adjective (i-keiyoushi)|||||||oshi, oshikunai, oshikatta, oshikunakatta, oshikute, oshimi, oshikereba, oshikarou|
tanomoshii, 頼もしい, reliable, trustworthy, hopeful, promising, tanomoshi, tanomoshikunai, tanomoshikatta, tanomoshikunakatta, tanomoshikute, tanomoshimi, tanomoshikereba, tanomoshikarou, |tanomoshii|頼もしい|reliable, trustworthy, hopeful, promising|Adjective (i-keiyoushi)|||||||tanomoshi, tanomoshikunai, tanomoshikatta, tanomoshikunakatta, tanomoshikute, tanomoshimi, tanomoshikereba, tanomoshikarou|
usugurai, 薄暗い, dim, gloomy, usugura, usugurakunai, usugurakatta, usugurakunakatta, usugurakute, usugurami, usugurakereba, usugurakarou, |usugurai|薄暗い|dim, gloomy|Adjective (i-keiyoushi)|||||||usugura, usugurakunai, usugurakatta, usugurakunakatta, usugurakute, usugurami, usugurakereba, usugurakarou|
ayaui, 危うい, dangerous, risky, hazardous, perilous, precarious, in danger, in jeopardy, critical, grave, at risk, uncertain, unreliable, insecure, unsteady, doubtful, ayau, ayaukunai, ayaukatta, ayaukunakatta, ayaukute, ayaumi, ayaukereba, ayaukarou, |ayaui|危うい|dangerous, risky, hazardous, perilous, precarious, in danger, in jeopardy, critical, grave, at risk, uncertain, unreliable, insecure, unsteady, doubtful|Adjective (i-keiyoushi)|||||||ayau, ayaukunai, ayaukatta, ayaukunakatta, ayaukute, ayaumi, ayaukereba, ayaukarou|
chikaraduyoi, 力強い, powerful, strong, forceful, vigorous, reassuring, encouraging, chikaraduyo, chikaraduyokunai, chikaraduyokatta, chikaraduyokunakatta, chikaraduyokute, chikaraduyomi, chikaraduyokereba, chikaraduyokarou, |chikaraduyoi|力強い|powerful, strong, forceful, vigorous, reassuring, encouraging|Adjective (i-keiyoushi)|||||||chikaraduyo, chikaraduyokunai, chikaraduyokatta, chikaraduyokunakatta, chikaraduyokute, chikaraduyomi, chikaraduyokereba, chikaraduyokarou|
omotai, 重たい, heavy, massive, serious, important, severe, oppressed, omota, omotakunai, omotakatta, omotakunakatta, omotakute, omotami, omotakereba, omotakarou, |omotai|重たい|heavy, massive, serious, important, severe, oppressed|Adjective (i-keiyoushi)|||||||omota, omotakunai, omotakatta, omotakunakatta, omotakute, omotami, omotakereba, omotakarou|
monosugoi, 物凄い, earth-shattering, staggering, to a very great extent, terrible, frightful, horrible, monosugo, monosugokunai, monosugokatta, monosugokunakatta, monosugokute, monosugomi, monosugokereba, monosugokarou, |monosugoi|物凄い|earth-shattering, staggering, to a very great extent, terrible, frightful, horrible|Adjective (i-keiyoushi)|||||||monosugo, monosugokunai, monosugokatta, monosugokunakatta, monosugokute, monosugomi, monosugokereba, monosugokarou|
hageshii, 激しい, violent, vehement, intense, furious, tempestuous, hageshi, hageshikunai, hageshikatta, hageshikunakatta, hageshikute, hageshimi, hageshikereba, hageshikarou, |hageshii|激しい|violent, vehement, intense, furious, tempestuous|Adjective (i-keiyoushi)|||||||hageshi, hageshikunai, hageshikatta, hageshikunakatta, hageshikute, hageshimi, hageshikereba, hageshikarou|
kuwashii, 詳しい, detailed, full, accurate, knowing very well, well-acquainted, well-informed, kuwashi, kuwashikunai, kuwashikatta, kuwashikunakatta, kuwashikute, kuwashimi, kuwashikereba, kuwashikarou, 精しい, 委しい|kuwashii|詳しい|detailed, full, accurate, knowing very well, well-acquainted, well-informed|Adjective (i-keiyoushi)|||||||kuwashi, kuwashikunai, kuwashikatta, kuwashikunakatta, kuwashikute, kuwashimi, kuwashikereba, kuwashikarou|
natsukashii, 懐かしい, dear, desired, missed, natsukashi, natsukashikunai, natsukashikatta, natsukashikunakatta, natsukashikute, natsukashimi, natsukashikereba, natsukashikarou, |natsukashii|懐かしい|dear, desired, missed|Adjective (i-keiyoushi)|||||apart from||natsukashi, natsukashikunai, natsukashikatta, natsukashikunakatta, natsukashikute, natsukashimi, natsukashikereba, natsukashikarou|
mirengamashii, 未練がましい, regretful, irresolute, stubborn (not giving up), mirengamashi, mirengamashikunai, mirengamashikatta, mirengamashikunakatta, mirengamashikute, mirengamashimi, mirengamashikereba, mirengamashikarou, |mirengamashii|未練がましい|regretful, irresolute, stubborn (not giving up)|Adjective (i-keiyoushi)|||||||mirengamashi, mirengamashikunai, mirengamashikatta, mirengamashikunakatta, mirengamashikute, mirengamashimi, mirengamashikereba, mirengamashikarou|
memagurushii, 目まぐるしい, hectic, bewildering, bustling, dizzy, memagurushi, memagurushikunai, memagurushikatta, memagurushikunakatta, memagurushikute, memagurushimi, memagurushikereba, memagurushikarou, |memagurushii|目まぐるしい|hectic, bewildering, bustling, dizzy|Adjective (i-keiyoushi)|||||||memagurushi, memagurushikunai, memagurushikatta, memagurushikunakatta, memagurushikute, memagurushimi, memagurushikereba, memagurushikarou|
munashii, 空しい, vacant, futile, vain, void, empty, ineffective, lifeless, munashi, munashikunai, munashikatta, munashikunakatta, munashikute, munashimi, munashikereba, munashikarou, 虚しい|munashii|空しい|vacant, futile, vain, void, empty, ineffective, lifeless|Adjective (i-keiyoushi)|||||||munashi, munashikunai, munashikatta, munashikunakatta, munashikute, munashimi, munashikereba, munashikarou|
tamaranai, 堪らない, intolerable, unbearable, unendurable, irresistible, tremendous, out of this world, tamarana, tamaranakunai, tamaranakatta, tamaranakunakatta, tamaranakute, tamaranami, tamaranakereba, tamaranakarou, |tamaranai|堪らない|intolerable, unbearable, unendurable, irresistible, tremendous, out of this world|Adjective (i-keiyoushi)|||||||tamarana, tamaranakunai, tamaranakatta, tamaranakunakatta, tamaranakute, tamaranami, tamaranakereba, tamaranakarou|
kayui, 痒い, itchy, iching, kayu, kayukunai, kayukatta, kayukunakatta, kayukute, kayumi, kayukereba, kayukarou, |kayui|痒い|itchy, iching|Adjective (i-keiyoushi)|||||||kayu, kayukunai, kayukatta, kayukunakatta, kayukute, kayumi, kayukereba, kayukarou|
kaiteki, 快適, pleasant, agreeable, comfortable, kaitekini, kaiteki, |kaiteki|快適|pleasant, agreeable, comfortable|Adjectivial Noun (na-keiyoushi)|||||ochisukanai||kaitekini, kaiteki|
hima, 暇, free (available), not busy, slow (of one's business), himani, hima, |hima|暇|free (available), not busy, slow (of one's business)|Adjectivial Noun (na-keiyoushi)||||584|isogashii|jiyuu|himani, hima|
idai, 偉大, great, idaini, idai, |idai|偉大|great|Adjectivial Noun (na-keiyoushi)|||||hidoi||idaini, idai|
tekitou, 適当, appropriate, suitable, proper, adequate, fit, noncommital, vague, equivocal, unserious, irresponsible, tekitouni, tekitou, |tekitou|適当|appropriate, suitable, proper, adequate, fit, noncommital, vague, equivocal, unserious, irresponsible|Adjectivial Noun (na-keiyoushi)|||||futekisetsu||tekitouni, tekitou|
futekisetsu, 不適切, unsuitable, inappropriate, improper, futekisetsuni, futekisetsu, |futekisetsu|不適切|unsuitable, inappropriate, improper|Adjectivial Noun (na-keiyoushi)|||||tekitou||futekisetsuni, futekisetsu|
benri, 便利, convenient, useful, comfortable, handy, benrini, benri, |benri|便利|convenient, useful, comfortable, handy|Adjectivial Noun (na-keiyoushi)||||363|fuguai||benrini, benri|
fuguai, 不具合, inconvenient, fuguaini, fuguai, |fuguai|不具合|inconvenient|Adjectivial Noun (na-keiyoushi)|||||benri||fuguaini, fuguai|
genki, 元気, healthy, fine, all right, energetic, genkini, genki, |genki|元気|healthy, fine, all right, energetic|Adjectivial Noun (na-keiyoushi)||||585, 586|byouki, fukenkou|kenkouteki, joubu|genkini, genki|
kenkouteki, 健康的, hygenic, healthy, healthful, sanitary, kenkoutekini, kenkouteki, |kenkouteki|健康的|hygenic, healthy, healthful, sanitary|Adjectivial Noun (na-keiyoushi)|||||fukenkou, byouki|genki, joubu|kenkoutekini, kenkouteki|
shizuka, 静か, quiet, peaceful, shizukani, shizuka, |shizuka|静か|quiet, peaceful|Adjectivial Noun (na-keiyoushi)||||587, 1275|urusai||shizukani, shizuka|
anzen, 安全, safe, secure, anzenni, anzen, |anzen|安全|safe, secure|Adjectivial Noun (na-keiyoushi)||||588|abunai||anzenni, anzen|
kanemochi, okanemochi, お金持ち, rich, okanemochini, okanemochi, |kanemochi, okanemochi|お金持ち|rich|Adjectivial Noun (na-keiyoushi)||||466|mazushii, binbou||okanemochini, okanemochi|
kantan, 簡単, simple, easy, brief, straightforward, uncomplicated, kantanni, kantan, |kantan|簡単|simple, easy, brief, straightforward, uncomplicated|Adjectivial Noun (na-keiyoushi)||||589|fukuzatsu, taihen||kantanni, kantan|
fukuzatsu, 複雑, complex, complicated, fukuzatsuni, fukuzatsu, |fukuzatsu|複雑|complex, complicated|Adjectivial Noun (na-keiyoushi)||||590|kantan||fukuzatsuni, fukuzatsu|
taihen, 大変, immense, enournous, great, serious, grave, stressful, terrible, dreadful, difficult, hard, taihenni, taihen, |taihen|大変|immense, enournous, great, serious, grave, stressful, terrible, dreadful, difficult, hard|Adjectivial Noun (na-keiyoushi)||||591, 592|yasashii, raku|muzukashii, nukui|taihenni, taihen|
raku, 楽, easy, comfortable, rakuni, raku, |raku|楽|easy, comfortable|Adjectivial Noun (na-keiyoushi)||||593|taihen, muzukashii, nukui|yasashii|rakuni, raku|
kanpeki, 完璧, perfect, complete, flawless, kanpekini, kanpeki, |kanpeki|完璧|perfect, complete, flawless|Adjectivial Noun (na-keiyoushi)|||||||kanpekini, kanpeki|
teinei, 丁寧, polite, courteous, careful, kind, thorough, conscientious, teineini, teinei, |teinei|丁寧|polite, courteous, careful, kind, thorough, conscientious|Adjectivial Noun (na-keiyoushi)||||594|shitsurei||teineini, teinei|
kirei, 奇麗, pretty, lovely, beautiful, fair, clean, clear, pure, tidy, neat, kireini, kirei, |kirei|奇麗|pretty, lovely, beautiful, fair, clean, clear, pure, tidy, neat|Adjectivial Noun (na-keiyoushi)||||595, 1263|||kireini, kirei|
ooki, 大き, big, great, grand, large, greater, upper, senior, ookini, ooki, |ooki|大き|big, great, grand, large, greater, upper, senior|Adjectivial Noun (na-keiyoushi)||||596|||ookini, ooki|
chiisa, 小さ, small, little, tiny, chiisani, chiisa, |chiisa|小さ|small, little, tiny|Adjectivial Noun (na-keiyoushi)||Only used in adj. + na + noun form||597|||chiisani, chiisa|
sukoshi, 少し, little, few, sukoshini, sukoshi, |sukoshi|少し|little, few|Adjectivial Noun (na-keiyoushi)|||||||sukoshini, sukoshi|
shinsetsu, 親切, kind, gentle, shinsetsuni, shinsetsu, |shinsetsu|親切|kind, gentle|Adjectivial Noun (na-keiyoushi)||||598|yasashii|fushinsetsu|shinsetsuni, shinsetsu|
fushinsetsu, 不親切, unkind, unfriendly, fushinsetsuni, fushinsetsu, |fushinsetsu|不親切|unkind, unfriendly|Adjectivial Noun (na-keiyoushi)|||||shinsetsu|yasashii|fushinsetsuni, fushinsetsu|
yuumei, 有名, famous, yuumeini, yuumei, |yuumei|有名|famous|Adjectivial Noun (na-keiyoushi)||||420, 1360|||yuumeini, yuumei|
rippa, 立派, magnificent, splendid, fine, handsome, elegant, imposing, prominent, legal, legitimate, rippani, rippa, |rippa|立派|magnificent, splendid, fine, handsome, elegant, imposing, prominent, legal, legitimate|Adjectivial Noun (na-keiyoushi)||||599|minikui||rippani, rippa|
taisetsu, 大切, important, valuable, taisetsuni, taisetsu, |taisetsu|大切|important, valuable|Adjectivial Noun (na-keiyoushi)||||136||daiji|taisetsuni, taisetsu|
daiji, 大事, important, valuable, serious, daijini, daiji, |daiji|大事|important, valuable, serious|Adjectivial Noun (na-keiyoushi)||||600||taisetsu|daijini, daiji|
modan, モダン, modern, modanni, modan, |modan|モダン|modern|Adjectivial Noun (na-keiyoushi)|||||||modanni, modan|
nigiyaka, 賑やか, lively, bustling, busy, nigiyakani, nigiyaka, |nigiyaka|賑やか|lively, bustling, busy|Adjectivial Noun (na-keiyoushi)||||601, 1413|||nigiyakani, nigiyaka|
shinsen, 新鮮, fresh, shinsenni, shinsen, |shinsen|新鮮|fresh|Adjectivial Noun (na-keiyoushi)|||||||shinsenni, shinsen|
fushigi, 不思議, mysterious, puzzling, strange, fushigini, fushigi, |fushigi|不思議|mysterious, puzzling, strange|Adjectivial Noun (na-keiyoushi)|||||||fushigini, fushigi|
jiyuu, 自由, free (from confinement), unbound, unrestricted, in control, jiyuuni, jiyuu, |jiyuu|自由|free (from confinement), unbound, unrestricted, in control|Adjectivial Noun (na-keiyoushi)|||||不健康|hima|jiyuuni, jiyuu|
okashi, おかし, funny, amusing, comical, laughable, ridiculous, strange, odd, peculiar, weird, unusual, eccentric, improper, unsuitable, unbecoming, suspicious, okashini, okashi, |okashi|おかし|funny, amusing, comical, laughable, ridiculous, strange, odd, peculiar, weird, unusual, eccentric, improper, unsuitable, unbecoming, suspicious|Adjectivial Noun (na-keiyoushi)|||||||okashini, okashi|
hen, 変, strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy, unexpected, henni, hen, |hen|変|strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy, unexpected|Adjectivial Noun (na-keiyoushi)||||602|||henni, hen|
iroiro, 色々, various, iroironi, iroiro, |iroiro|色々|various|Adjectivial Noun (na-keiyoushi)||||603, 1296, 1298|||iroironi, iroiro|
kantan, 簡単, simple, easy, brief, uncomplicated, straightforward, kantanni, kantan, |kantan|簡単|simple, easy, brief, uncomplicated, straightforward|Adjectivial Noun (na-keiyoushi)||||604|||kantanni, kantan|
kekkou, 結構, fine, sufficient, tolerable, well enough, OK, reasonable, fair, splendid, nice, wonderful, delicious, sweet, pretty (quantitative), kekkouni, kekkou, |kekkou|結構|fine, sufficient, tolerable, well enough, OK, reasonable, fair, splendid, nice, wonderful, delicious, sweet, pretty (quantitative)|Adjectivial Noun (na-keiyoushi)||Polite form of ii.||||ii, yoi|kekkouni, kekkou|
maamaa, まあまあ, so-so, maamaani, maamaa, |maamaa|まあまあ|so-so|Adjectivial Noun (na-keiyoushi)|||||||maamaani, maamaa|
michi, 満ち, full, michini, michi, |michi|満ち|full|Adjectivial Noun (na-keiyoushi)|||||||michini, michi|
ippai, 一杯, full, to capacity, ippaini, ippai, |ippai|一杯|full, to capacity|Adjectivial Noun (na-keiyoushi)|||||||ippaini, ippai|
nama, 生, raw, fresh, uncooked, natural, unprocessed, unprotected (ie. Not wearing a condom), live (not recorded), inexperienced, unpolished, green, crude, unpasteurized, namani, nama, |nama|生|raw, fresh, uncooked, natural, unprocessed, unprotected (ie. Not wearing a condom), live (not recorded), inexperienced, unpolished, green, crude, unpasteurized|Adjectivial Noun (na-keiyoushi)||||605|||namani, nama|
kokuritsu, 国立, national, kokuritsuni, kokuritsu, |kokuritsu|国立|national|Adjectivial Noun (na-keiyoushi)|||||||kokuritsuni, kokuritsu|
onaji, toonaji, 同じ, と同じ, same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike, toonajini, toonaji, |onaji, toonaji|同じ, と同じ|same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike|Adjectivial Noun (na-keiyoushi)||||606|||toonajini, toonaji|
wafuu, 和風, japanese-style, wafuuni, wafuu, |wafuu|和風|japanese-style|Adjectivial Noun (na-keiyoushi)|||||||wafuuni, wafuu|
massugu, 真っ直ぐ, straight (ahead), direct, upright, erect, straightforward, honest, frank, massuguni, massugu, |massugu|真っ直ぐ|straight (ahead), direct, upright, erect, straightforward, honest, frank|Adjectivial Noun (na-keiyoushi)||||607|||massuguni, massugu|
fuben, 不便, inconvenient, inexpedient, unhandy, fubenni, fuben, |fuben|不便|inconvenient, inexpedient, unhandy|Adjectivial Noun (na-keiyoushi)||||608|||fubenni, fuben|
choudo, ちょうど, exactly, just, right, choudoni, choudo, |choudo|ちょうど|exactly, just, right|Adjectivial Noun (na-keiyoushi)||||283|||choudoni, choudo|
iya, 嫌, hateful, unlikable, unpleasant, detestable, disagreeable, iyani, iya, |iya|嫌|hateful, unlikable, unpleasant, detestable, disagreeable|Adjectivial Noun (na-keiyoushi)||||609|||iyani, iya|
ninki, 人気, popular, ninkini, ninki, |ninki|人気|popular|Adjectivial Noun (na-keiyoushi)||||560|||ninkini, ninki|
shinpai, 心配, worried, concerned, anxious, caring, helpful, assistive, shinpaini, shinpai, |shinpai|心配|worried, concerned, anxious, caring, helpful, assistive|Adjectivial Noun (na-keiyoushi)||||610|||shinpaini, shinpai|
kenmei, 懸命, eager, earnest, risking one's life, kenmeini, kenmei, |kenmei|懸命|eager, earnest, risking one's life|Adjectivial Noun (na-keiyoushi)||||504|||kenmeini, kenmei|
kenmei, 賢明, wise, intelligent, prudent, kenmeini, kenmei, |kenmei|賢明|wise, intelligent, prudent|Adjectivial Noun (na-keiyoushi)|||||||kenmeini, kenmei|
sugu, 直ぐ, immediate, direct, suguni, sugu, |sugu|直ぐ|immediate, direct|Adjectivial Noun (na-keiyoushi)|||||||suguni, sugu|
joubu, 丈夫, healthy, robust, strong, solid, durable, firm, joubuni, joubu, |joubu|丈夫|healthy, robust, strong, solid, durable, firm|Adjectivial Noun (na-keiyoushi)||||611|fukenkou|daijoubu|joubuni, joubu|
daijoubu, 大丈夫, safe, all right, okay, OK, daijoubuni, daijoubu, |daijoubu|大丈夫|safe, all right, okay, OK|Adjectivial Noun (na-keiyoushi)||||612|fukenkou|joubu|daijoubuni, daijoubu|
fukenkou, 不健康, unhealthy, fukenkouni, fukenkou, |fukenkou|不健康|unhealthy|Adjectivial Noun (na-keiyoushi)|||||joubu|yowai, hiyowai, hiyowa, yowacchii|fukenkouni, fukenkou|
hiyowa, ひ弱い, weak, delicate, sickly, hiyowani, hiyowa, |hiyowa|ひ弱い|weak, delicate, sickly|Adjectivial Noun (na-keiyoushi)|||||tsuyoi, joubu|yowai, hiyowai, yowacchii, yurui, usui, yawai, nayocchii, kasuka, hijaku, yawa|hiyowani, hiyowa|
kasuka, 微か, faint, dim, weak, indistinct, hazy, poor, wretched, kasukani, kasuka, |kasuka|微か|faint, dim, weak, indistinct, hazy, poor, wretched|Adjectivial Noun (na-keiyoushi)|||||tsuyoi, joubu|yowai, hiyowai, hiyowa, yowacchii, yurui, usui, yawai, nayocchii, hijaku, yawa|kasukani, kasuka|
hijaku, 微弱, feeble, faint, weak, hijakuni, hijaku, |hijaku|微弱|feeble, faint, weak|Adjectivial Noun (na-keiyoushi)|||||tsuyoi, joubu|yowai, hiyowai, hiyowa, yowacchii, yurui, usui, yawai, nayocchii, kasuka, yawa|hijakuni, hijaku|
yawa, 柔, poorly-built, weak, insubstantial, yawani, yawa, |yawa|柔|poorly-built, weak, insubstantial|Adjectivial Noun (na-keiyoushi)|||||tsuyoi, joubu|yowai, hiyowai, hiyowa, yowacchii, yurui, usui, yawai, nayocchii, kasuka, hijaku|yawani, yawa|
taitei, 大抵, ordinary, usual, general, probable, taiteini, taitei, |taitei|大抵|ordinary, usual, general, probable|Adjectivial Noun (na-keiyoushi)||||613, 1272|||taiteini, taitei|
fukai, 不快, unpleasant, uncomfortable, fukaini, fukai, |fukai|不快|unpleasant, uncomfortable|Adjectivial Noun (na-keiyoushi)|||||||fukaini, fukai|
shitsurei, 失礼, ride, impolite, discourteous, shitsureini, shitsurei, |shitsurei|失礼|ride, impolite, discourteous|Adjectivial Noun (na-keiyoushi)||||614|teinei||shitsureini, shitsurei|
binbou, 貧乏, poor, destitute, binbouni, binbou, |binbou|貧乏|poor, destitute|Adjectivial Noun (na-keiyoushi)||||615|okanemochi|mazushii|binbouni, binbou|
dame, 駄目, ダメ, no good, useless, broken, hopeless, wasted, in vain, not serving its purpose, not allowed, forbidden, dameni, dame, |dame|駄目, ダメ|no good, useless, broken, hopeless, wasted, in vain, not serving its purpose, not allowed, forbidden|Adjectivial Noun (na-keiyoushi)||||616|||dameni, dame|
baka, 馬鹿, バカ, foolish, stupid, idiotic, absurd, ridiculous, dull, trivial, bakani, baka, |baka|馬鹿, バカ|foolish, stupid, idiotic, absurd, ridiculous, dull, trivial|Adjectivial Noun (na-keiyoushi)||||617|||bakani, baka|
muri, 無理, unreasonable, impossible, overdone, murini, muri, |muri|無理|unreasonable, impossible, overdone|Adjectivial Noun (na-keiyoushi)|||||||murini, muri|
majime, 真面目, diligent, serious, honest, sober, grave, earnest, steady, majimeni, majime, |majime|真面目|diligent, serious, honest, sober, grave, earnest, steady|Adjectivial Noun (na-keiyoushi)|||||||majimeni, majime|
hitsuyou, 必要, necessary, needed, essential, indispensable, hitsuyouni, hitsuyou, |hitsuyou|必要|necessary, needed, essential, indispensable|Adjectivial Noun (na-keiyoushi)||||1325|||hitsuyouni, hitsuyou|
nesshin, 熱心, zealous, enthusiastic, nesshinni, nesshin, |nesshin|熱心|zealous, enthusiastic|Adjectivial Noun (na-keiyoushi)|||||||nesshinni, nesshin|
tokubetsu, 特別, special, tokubetsuni, tokubetsu, |tokubetsu|特別|special|Adjectivial Noun (na-keiyoushi)||||1255, 1325|futsuu||tokubetsuni, tokubetsu|
juubun, 十分, plenty, enough, sufficient, adequate, satisfactory, juubunni, juubun, 充分|juubun|十分|plenty, enough, sufficient, adequate, satisfactory|Adjectivial Noun (na-keiyoushi)|||||||juubunni, juubun|
zannen, 残念, deplorable, unlucky, regretful, disappointing, zannenni, zannen, |zannen|残念|deplorable, unlucky, regretful, disappointing|Adjectivial Noun (na-keiyoushi)|||||||zannenni, zannen|
kiken, 危険, dangerous, risky, hazardous, perilous, precarious, kikenni, kiken, |kiken|危険|dangerous, risky, hazardous, perilous, precarious|Adjectivial Noun (na-keiyoushi)|||||||kikenni, kiken|
isshoukenmei, 一生懸命, very hard, desperately hard, with utmost effort, isshoukenmeini, isshoukenmei, isshokenmei|isshoukenmei|一生懸命|very hard, desperately hard, with utmost effort|Adjectivial Noun (na-keiyoushi)|||||||isshoukenmeini, isshoukenmei|
arige, 有り気, あり気, 有りげ, apprearing like, seeming to be, being pregnant with, arigeni, arige, |arige|有り気, あり気, 有りげ|apprearing like, seeming to be, being pregnant with|Adjectivial Noun (na-keiyoushi)|||||||arigeni, arige|
ki, 奇, strange, unusual, unconventional, weird, kini, ki, |ki|奇|strange, unusual, unconventional, weird|Adjectivial Noun (na-keiyoushi)|||||||kini, ki|
myou, 妙, strange, unusual, unconventional, weird, superb, excellent, myouni, myou, |myou|妙|strange, unusual, unconventional, weird, superb, excellent|Adjectivial Noun (na-keiyoushi)|||||||myouni, myou|
kimyou, 奇妙, strange, unusual, unconventional, weird, qeer, curious, kimyouni, kimyou, |kimyou|奇妙|strange, unusual, unconventional, weird, qeer, curious|Adjectivial Noun (na-keiyoushi)|||||||kimyouni, kimyou|
kanou, 可能, possible, potential, feasible, practicable, kanouni, kanou, |kanou|可能|possible, potential, feasible, practicable|Adjectivial Noun (na-keiyoushi)|||||||kanouni, kanou|
ikan, いかん, regrettable, unsatisfactory, ikanni, ikan, |ikan|いかん|regrettable, unsatisfactory|Adjectivial Noun (na-keiyoushi)|||||||ikanni, ikan|
muda, 無駄, futile, useless, pointless, mudani, muda, |muda|無駄|futile, useless, pointless|Adjectivial Noun (na-keiyoushi)|||||||mudani, muda|
yokoshima, 邪, wicked, evil, yokoshimani, yokoshima, |yokoshima|邪|wicked, evil|Adjectivial Noun (na-keiyoushi)|||||||yokoshimani, yokoshima|
mucha, 無茶, absurd, unreasonable, excessive, rash, nonsensical, muchani, mucha, muchiya|mucha|無茶|absurd, unreasonable, excessive, rash, nonsensical|Adjectivial Noun (na-keiyoushi)|||||||muchani, mucha|
heppoko, へっぽこ, untrained, hack, heppokoni, heppoko, |heppoko|へっぽこ|untrained, hack|Adjectivial Noun (na-keiyoushi)|||||||heppokoni, heppoko|
zetsudai, 絶大, tremendous, immense, enormous, zetsudaini, zetsudai, |zetsudai|絶大|tremendous, immense, enormous|Adjectivial Noun (na-keiyoushi)|||||||zetsudaini, zetsudai|
zetsumyou, 絶妙, exquisite, superb, perfect, miraculous, zetsumyouni, zetsumyou, |zetsumyou|絶妙|exquisite, superb, perfect, miraculous|Adjectivial Noun (na-keiyoushi)|||||||zetsumyouni, zetsumyou|
suki, 好き, liked, fond, sukini, suki, |suki|好き|liked, fond|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||507|kirai, daikirai|daisuki|sukini, suki|
kirai, 嫌い, disliked, least favorite, hated, unfond, kiraini, kirai, |kirai|嫌い|disliked, least favorite, hated, unfond|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||618|suki, daisuki|daikirai|kiraini, kirai|
daisuki, 大好き, very liked (to like very much), loved, daisukini, daisuki, |daisuki|大好き|very liked (to like very much), loved|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||619|kirai, daikirai|suki|daisukini, daisuki|
daikirai, 大嫌い, very disliked (to dislike very much), hated, daikiraini, daikirai, |daikirai|大嫌い|very disliked (to dislike very much), hated|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.|||suki, daisuki|kirai|daikiraini, daikirai|
jouzu, 上手, skilled, skillful, proficient, jouzuni, jouzu, |jouzu|上手|skilled, skillful, proficient|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||367, 620|heta||jouzuni, jouzu|
heta, 下手, unskilled, unskillful, poor, hetani, heta, |heta|下手|unskilled, unskillful, poor|Adjectivial Noun (na-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||621|jouzu||hetani, heta|
midori, 緑, green, midorini, midori, color, colour|midori|緑|green|Adjectivial Noun (na-keiyoushi)|||||||midorini, midori|
umami, 旨味, tastful, delicious, umami, umamini, umami, taste|umami|旨味|tastful, delicious, umami|Adjectivial Noun (na-keiyoushi)|||||||umamini, umami|
kyuu, 急, urgent, sudden, abrupt, sharp, steep, precipitous, rapid, swift, fast, kyuuni, kyuu, |kyuu|急|urgent, sudden, abrupt, sharp, steep, precipitous, rapid, swift, fast|Adjectivial Noun (na-keiyoushi)|||||||kyuuni, kyuu|
tashika, 確か, certain, sure, definite, tashikani, tashika, |tashika|確か|certain, sure, definite|Adjectivial Noun (na-keiyoushi)|||||||tashikani, tashika|
hisashiburi, 久しぶり, long (time since the last time), hisashiburini, hisashiburi, |hisashiburi|久しぶり|long (time since the last time)|Adjectivial Noun (na-keiyoushi)|||||||hisashiburini, hisashiburi|
seijiteki, 政治的, political, seijitekini, seijiteki, |seijiteki|政治的|political|Adjectivial Noun (na-keiyoushi)|||||||seijitekini, seijiteki|
zuibun, 随分, contemptible, reprehensible, zuibunni, zuibun, |zuibun|随分|contemptible, reprehensible|Adjectivial Noun (na-keiyoushi)|||||||zuibunni, zuibun|
sakan, 盛ん, popular, prosperous, enthusiastic, energetic, vigorous, sakanni, sakan, |sakan|盛ん|popular, prosperous, enthusiastic, energetic, vigorous|Adjectivial Noun (na-keiyoushi)|||||||sakanni, sakan|
dentouteki, 伝統的, traditional, conventional, dentoutekini, dentouteki, |dentouteki|伝統的|traditional, conventional|Adjectivial Noun (na-keiyoushi)|||||||dentoutekini, dentouteki|
